irn,DesLabel0(+ group='1'),DesDescription0(+ group='1'),DesBiblioRef0(+ group='1').irn,DesLabel0(+ group='2'),DesDescription0(+ group='2'),DesBiblioRef0(+ group='2').irn,DesLabel0(+ group='3'),DesDescription0(+ group='3'),DesBiblioRef0(+ group='3').irn,DesLabel0(+ group='4'),DesDescription0(+ group='4'),DesBiblioRef0(+ group='4').irn,DesLabel0(+ group='5'),DesDescription0(+ group='5'),DesBiblioRef0(+ group='5').irn,DesLabel0(+ group='6'),DesDescription0(+ group='6'),DesBiblioRef0(+ group='6').irn,DesLabel0(+ group='7'),DesDescription0(+ group='7'),DesBiblioRef0(+ group='7').irn
311930,Type Description,"
Sitzb. Ges. Naturf. Fr. Berlin, p. 111
",41852,Type Locality,"
Tanzania, Zanzibar, Yambiani.
",41852,Distribution,"Galago zanzibaricus is distributed throughout the coastal lowland rainforests and thickets, riverine forests and secondary growth, including cultivation mosaics and gardens along the coastal strip between the Tana River and the Rufiji River and also occurring on Zanzibar Island. (Kingdon, 1984, 1997)",41852,Measurements, Head and body: 140-165 mmTail length: 200-230 mmWeight: 120 g,41852,,,,,,,,,
313845,Type Description,"
Ann. Mus. Hist. Nat. Paris, 19:166
",41852,Type Locality,"
Mozambique, Quelimani (see Thomas, 1917b).
",41852,Distribution,"Distributed throughout the central part of the continent from Angola in the west to Tanzania and Mozambique in the east, Otolemur crassicaudatus is found in dense vegetation, riverine forest, isolated thicket, bamboo, coastal and montane areas like the lower slopes of the Uluguru Mountains, Kilimanjaro Mtn. and the Kikuyu Highlands. (Kingdon, 1984, 1997)",41852,Measurements, Head and body: 270-465 mmTail length: 325-520 mmWeight: 1034-1241 g,41852,,,,,,,,,
313846,Type Description,"
Proc. Zool. Soc. Lond., 1838:6
",41852,Description,The relationships among the different species of this nocturnal primate group are poorly known.,41852,Type Locality,"
Zanzibar (designated by Thomas, 1917b:48).
",41852,Distribution,"Otolemur garnettii is found in coastal and montane forest areas like the dry, low-canopy and florally impoverished slopes of the Uluguru Mountains, Kilimanjaro Mtn. and the Kikuyu Highlands. This species can also be found in riverine galleries with Acacia growth, cultivation mosaics and urban suburbs from southern Tanzanian border up into Kenya and southern Somalia. (Kingdon, 1984, 1997)",41852,Measurements, Total length: 645 mmHead and body: 230-340 mmTail length: 300-440 mmHindfoot length: 92 mmEar length: 47 mmWeight: 550-1200 g,41852,,,,,,
313847,Type Description,"
Proc. Zool. Soc. Lond., 1863:145
",41852,Type Locality,"
Angola: Cuvo Bay.
",41852,Distribution,"Otolemur monteiri prefers the dense vegatation or riverine forests, isolated thickets, and bamboo forests along the Miombo, coastal and montane areas from Angola to Tanzania. (Kingdon, 1984, 1997)",41852,Measurements, Head and body: 285-465 mmTail length: 340-520 mmWeight: 1034-2000 g,41852,,,,,,,,,
312274,Type Description,"
Syst. Nat., 10th ed., 1:20
",41852,Description,This is the only mammal with the mental capacity to conserve the incredible biodiversity on this planet.  Whether this species decides to use this unique capacity to achieve such conservation is uncertain.,41852,Type Locality,"
Sweden, Uppsala.
",41852,Distribution,"Distributed on every continent except Antarctica, humans can be found in major cities, towns, villages, nomadic tribes, and solitary dwellings throughout the world and can survive to certain extent in many vegetation types and most habitable altitudes. (Kingdon, 1984)Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. University of Chicago Press, Chicago, 1:108-115.2. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 1:613-615, 626-631.
 
",41852,Measurements, Total length: 740-2430 mmHead and body: 1630-1720 mmWeight: 52-75 kg,41852,,,,,,
313907,Type Description,"
De generis humani varietate nativa, p. 37
",41852,Description,"The only other primate in Tanzania (besides Homo sapiens) with no evident tail, the chimp is found in the western part of the country in forested areas near Lake Tanganyika.",41852,Type Locality,"
Gabon, Mayoumba.
",41852,Distribution,"Found throughout the forest zones which include rainforests, savanna woodlands, and lowland and montane forests, thickets and riverine forest strips up to 2,750 m, Pan troglodytes has a scattered and fragmented distribution from Senegal across to the north part of the Congo River to west Uganda and Tanzania. (Kingdon, 1984, 1997)",41852,Measurements, Total length: 1000-1700 mmHead and body: 635-940 mmWeight: 45-80 kg,41852,,,,,,
312557,Type Description,"
Syst. Nat., 10th ed., 1:58
",41852,Description,Lepus is differentiated from Pronolagus by the long ears and white tail.,41852,Type Locality,"

",41852,Measurements, Head and body: 400-600 mmTail length: 70-135 mmHindfoot length: 100-124 mmEar length: 78-110 mmWeight: 1.1-3 kg,41852,,,,,,,,,
312570,Type Description,"
Leopoldiana, 5:32, in Nova Acta Acad. Caes. Leop.-Carol., Halle, 24
",41852,Description,Lepus is differentiated from Pronolagus by the long ears and white tail.,41852,Type Locality,"
'Lande der Ridj,' [Bahr-el-Ghazal, Sudan].
",41852,Distribution,"Lepus microtis prefers moister and grassier woodlands, scrubby and montane grasslands, wooded savannas, secondary growth and stony, wooded steppe. This species is distributed throughout most of Africa south of the Sahara from Mauritanadto Sierra Leone in the west across to Ethiopia, southern Kenya and Tanzania in the east over through the southern part of Dem. Rep of Congo and Angola down to South Africa. (Kingdon, 1984, 1997)",41852,Measurements, Head and body: 411-480 mmTail length: 73-134 mmHindfoot length: 103-119 mmEar length: 85-114 mmWeight: 1-2.5 kg,41852,,,,,,
314384,Type Description,"
Smith, A. 1833-1834. An epitome of African Zoology; or, a concise description of the objects of the animal Kingdom inhabiting Africa, its islands and seas. South African Quarterly Journal, 2:16-32, 49-64, 81-96, 113-128, 145-160, 169-192, 209-224, 233-248.
",41852,Description,The relatively short hindfeet and ears and the reddish tail distinguish this rabbit from Lepus.,41852,Type Locality,"
'South Africa, rocky situations' [probably Van Rhynsdorp District, Western Cape Prov., South Africa].
",41852,Distribution,"Found only in stony country where the bush is dense and intermingled with grass and rocks, Pronolagus rupestris is distributed  from Namibia and South Africa in the south up through suitable countryside into Zimbabwe, Malawi Tanzania and southern Kenya. (Kingdon, 1984, 1997)Key Reference:1. Kingdon, J. 1984. East African mammals: An atlas of evolution in Africa. (Hares and Rodents). University of Chicago Press, Chicago, 2B:358-360.2. Kingdon, J. 1997. The Kingdon field guide to African mammals, AP Natural World Academic Press, Harcourt Brace & Company, San Diego, p. 157-158.3. Nowak, R. M. 1999. Walker's Mammals of the World. Sixth ed. Johns Hopkins University Press, Baltimore, 2:1720, 1723.
 
",41852,Measurements, Head and body: 350-495 mmTail length: 40-75 mmHindfoot length: 75-100 mmEar length: 60-100 mmWeight: 2-2.5 kg,41852,,,,,,
310602,Type Description,"
In Schreber, Die Saugethiere, Suppl. 2:22.
",41852,Description,"The hedgehog is a familiar insectivore, known for the spines that are such an excellent form of defense.  By rolling up in a ball, the animal is well protected.",41852,Type Locality,"
Probably Senegal or Gambia; see Allen (1939:20).
",41852,Distribution,"Atelerix albiventris is very widespread but intermittently found in drier regions throughout the savanna and semi-arid zones from Senegal in the west to Somalia in the east and south down through Tanzania. (Kingdon, 1984, 1997)",41852,Measurements, Head and body: 170-230 mmTail length: 20-50 mmWeight: 270-700 g,41852,,,,,,
241604,Type Description,"
Stanley, W. T., M. A. Rogers, and R. Hutterer, 2005. A new species of Congosorex from the Eastern Arc Mountains, Tanzania, with significant biogeographical implications. Journal of Zoology, London, (2005) 265:269-280.
",41852,Description,"A small yet robust shrew, the dorsal pelage of Congosorex phillipsorum is dark brown with the ventral pelage being a slightly lighter brown tone.  Each individual hair is slate grey with brown tips and is 5 mm on the dorsal side and 3 mm on the ventral side. The chin is sparsely populated with dark bristles among the tan coloring of the hair. C. phillipsorum has a barely discernable eye slit with a length that is less than 1 mm.  The ear conch is also barely visible under its long hairs. The head of C. phillipsorum is large relative to the head and body (HB) being one-third of the length of the HB. (Stanley et al, 2005)",41852,Type Locality,"
9 km E Udekwa, Ndundulu Forest,West Kilombero Scarp Forest Reserve, Udzungwa Mountains, Iringa District, Iringa Region, Tanzania; 7°45.117 S, 36°27.803 E, 1900 m
",41852,Distribution,"Congosorex phillipsorum has been collected in localities above the 1500 m elevation mark in montane forested areas of bamboo and marshy habitat in the Ndundulu and Nyumbanitu forests of the Udzungwa Mountains which is the only known locality of the species within Tanzania. Although not yet recorded there, it's suspect that C. phillipsorum does occur in Udzungwa National Park, which borders the Ndundulu Forest. (Stanleyet al, 2005)
",41852,Comparisons,"Compared to Myosorex kihaulei, the scales in both the hind and fore feet of C. phillipsorum are more prominent owing to their large size and dark color (",41852,Measurements, Total length: 105-111 mmHead and body: 68-76 mmTail length: 35-40 mmHindfoot length: 12-14 mmEar length: 7-8 mmWeight: 7.4-8.3 g,41852,,,
311179,Type Description,"
Field Mus. Nat. History. Publ., Zool. Ser., 10(3):20.
",41852,Description,This small shrew has light brown thick fur.,41852,Type Locality,"
Kenya, 'Naivasha, British East Africa'.
",41852,Distribution,"Within Tanzania, this ecologically isolated highland species is endemic to the mountains of Mt. Kilimanjaro, Mt. Meru and the Ngorongoro crater.  Crocidura allex  is found in all vegetation types, as well as, at all altitudes and is able to climb and swim. (Kingdon, 1984, 1997)",41852,Comparisons,All other small shrews within Tanzania are darker and the fur is not as thick.,41852,Measurements, Total length: 102-130 mmHead and body: 57-66 mmTail length: 34-45 mmHindfoot length: 11-14 mmEar length: 7-9 mmWeight: 3-11 g,41852,,,
311205,Type Description,"
Oryx, 25:165
",41852,Type Locality,"
S Tanzania, Rungwa Mtns, mountain bamboo zone above 2000 m.
",41852,Distribution,"Crocidura desperata is a h highly restricted group is found in all vegetation types but is more commonly found in forests throughout Rungwe and the Udzungwa mountains. (Kingdon, 1997) (Wilson and Reeder, 2005)",41852,Measurements, Total length: 178 mmHead and body: 45-140 mmTail length: 45-90 mmHindfoot length: 20 mmEar length: 10 mmWeight: 11-40 g,41852,,,,,,,,,
311211,Type Description,"
Ann. Mag. Nat. Hist., ser. 8, 5:369
",41852,Description,"This is a very small brown shrew with short hairs (dorsal hairs no more than 2 mm).  There is a clear demarcation between the brown dorsal pelage and the dirty white ventral pelage. The ears are prominent. The forefeet are pale, and the hindfeet are pale, as well, except for digits 4 and 5, which are darker.  The tail is bicoloured and approximately 55% of the length of head and body, and two thirds of it have long guard hairs.",41852,Type Locality,"
Kenya, Mt. Elgon, Kirui.
",41852,Distribution,"Crocidura elgonius can be found in all vegetation types and altitudes throughout the mountains of western Kenya and northeastern Tanzania. (Kingdon, 1997) (Wilson and Reeder, 2005) In Tanzania, this species has been recorded in the East and West Usambara, Uluguru and Udzungwa Mountains.",41852,Comparisons,"Crocidura fuscomurina is also small, but is even more distinctly bicoloured, and has a skull with the following characteristics: maximum breadth of maxilla > 5.20 mm; width of M2 > 1.8 mm; Interorbital breadth > 3.8 mm; first unicuspid and incisors are quite large when compared to posterior unicuspids; anterior face of tooth posterior to the most posterior unicuspid is concave, not flat.",41852,Measurements, Total length: 86-107 mmHead and body: 50-60 mmTail length: 35-45 mmHindfoot length: 9-11 mmEar length: 6-9 mmWeight: 3-10 g,41852,,,
311214,Type Description,"
Jb. Hamburger Wiss. Anst., 2:34.
",41852,Type Locality,"
'Nguruman'; northwest of Lake Natron, close to Mt. Sambo, Kenya (near border to Tanzania); see discussion by Moreau et al. (1946) and Aggundey and Schlitter (1986).
",41852,Distribution,"Crocidura fischeri can be found in all vegetation types and altitudes throughout Kenya and Tanzania. (Kingdon, 1984, 1997) (Wilson and Reeder, 2005)",41852,Measurements, Head and body: 45-140 mmTail length: 45-90 mmWeight: 11-40 g,41852,,,,,,,,,
311222,Type Description,"
Leopoldiana, 5, in Nouv. Acta Acad. Caes. Leop.-Carol., 32:36.
",41852,Description,"This is one of Tanzania's smallest shrews (hindfoot 12 mm or less), which is distinctly bicoloured, in that the ventral pelage is ashy grey and distinctly lighter than the dorsal pelage.  The ears are prominent.  The skull has the following characteristics: maximum breadth of maxilla > 5.20 mm; width of M2 > 1.8 mm; Interorbital breadth > 3.8 mm; first unicuspid and incisors quite large compared to posterior unicuspids; anterior face of tooth posterior to the most posterior unicuspid concave, not flat.",41852,Type Locality,"
Sudan, Bahr-el-Ghazal, Meshra-el-Req.
",41852,Distribution,"Crocidura fuscomurina is widely distributed throughout East Africa.  This shrew can be found in all vegetation types and at all altitudes. (Kingdon, 1997) (Wilson and Reeder, 2005) Within Tanzania, this species has been recorded in Serengeti, East Usambara and Udzungwa Mountains, near Lindi and on Unguja.",41852,Comparisons,"Compare to this species to another small shrew, C. elgonius, which is not as distinctly bicolored, and with a skull with maximum breadth of maxilla < 5.20 mm; width of M2 < 1.7 mm; Interorbital breadth < 3.7 mm; first unicuspid and incisors not so large when compared to posterior unicuspids; anterior face of tooth posterior to the most posterior unicuspid flat, not concave.",41852,Measurements, Head and body: 50-60 mmTail length: 35-45 mmWeight: 3-10 g,41852,,,
